Xabsorbe: absorb
stil: style
stok: stock
strateji: strategy
Xsu: water
suistimal: abuse
Xsulu kar: slush
surat: face
Xsuç: crime
Xsuç: guilt
Xsuçla: accuse
Xsuçla: blame
Xsöyle: say
Xsüper: super
Xsüpürge: broom
Xsür: ride
Xsüratli: swift
Xsürdür: sustain
Xsüresidolmak: expire
Xsüreç: process
Xsürgün: exile
Xsürmek: drive
Xsürpriz: surprise
Xsürü: flock
Xsürüklenme: drift
Xsürünmek: crawl
Xsüslemek: decorate
Xsüslü: fancy
Xsüt: milk
Xsıfır: zero
Xsık: frequent
Xsıklıkla: often
Xsıkma: squeeze
Xsıkıcı: boring
Xsınav: quiz
Xsınır: border
Xsınır: limit
Xsıradan: ordinary
Xsırasında: during
Xsıvı: fluid
Xsıvı: liquid
Xsıçrama: bounce
Xsığ: shallow
Xsığınak: bunker
Xsığırlar: cattle
tabak: dish
Xtabanca: pistol
tabla: tray
tabure: stool
Xtad: taste
Xtadını çıkar: enjoy
Xtahmin et: guess
Xtahmin et: predict
Xtahrip et: destroy
Xtahıl: grain
takas: exchange
takip: follow
Xtakip etmek: chase
takla: tumble
Xtaklit: imitate
taksi: taxi
Xtakım: team
Xtakım elbise: suit
talep: demand
tamam: okay
Xtank: tank
Xtanrıça: goddess
Xtanık: witness
tanımla: identify
Xtanımla: define
tara: scan
Xtarif: recipe (tarih daha iyi)
tarih: history
Xtartış: argue
Xtartışma: debate
Xtarçın: cinnamon
Xtasarım: design
taslak: draft
tatil: holiday
Xtatlı: pretty
Xtatlı: sweet
tatmin: satisfy
tavan: ceiling
tavsiye: advice
tavuk: chicken
Xtavuk: hen
Xtavşan: rabbit
taze: fresh
Xtaş: stone
Xtaş: surge
Xtaşımak: carry
Xtebeşir: chalk
tehlike: danger
Xtehlike: hazard
tekerlek: wheel
teklif: offer
Xteklif et: bid
tekme: kick
tekrar: again
Xtekrarla: repeat
Xtel: wire
telefon: phone
tema: theme
tembel: lazy
temel: basic
temiz: clean
Xteneke kutu: can
tenis: tennis
teori: theory
tepe: hill
Xtercih et: prefer
Xtereyağı: butter
terfi: promote
Xterk et: abandon
Xteslim et: deliver
Xtespit et: detect
Xtest: test
tetik: trigger
teyip: tape
Xtezgâh: bench
Xteşekkür: thank
tilki: fox
Xtip: type
tipik: typical
tohum: seed
Xton: tone
Xton balığı: tuna
Xtop: ball
Xtop: cannon
Xtopla: gather (toplam daha iyi)
toplam: total
Xtoplu: bulk
toprak: earth
tortu: clump
tost: toast
Xtoz: dust
trafik: traffic
Xtrajik: tragic
Xtransfer: transfer
Xtrend: trend
trompet: trumpet
Xtur: round
turist: tourist
Xtut: hold
Xtut: keep
tutukla: arrest
tuval: canvas (tuvalet daha iyi)
tuvalet: toilet
tuz: salt
Xtuğla: brick
Xtökezle: stumble
Xtüfek: rifle
Xtükenmişlik: fatigue
Xtünel: tunnel
Xtüp: tube
Xtür: genre
Xtür: kind
Xtüretmek: derive
Xtütün: tobacco
Xtıkabasa: cram
Xtıkanıklık: clog
Xtıkaç: plug
Xtıklamak: click
Xtırmanmak: climb
ucuz: cheap
Xulaş: arrive
ulus: nation
umut: hope
Xunut: forget
usta: master
ustura: razor
Xutangaç: shy
uyan: awake
Xuyandırmak: evoke
uyarı: alert
uygula: enforce
Xuygulamak: execute
Xuyu: sleep
uzak: away
Xuzat: extend
uzay: space
Xuzaylı: alien
Xuzaysal: spatial
Xuzun: limb
uzun: long
Xuzunluk: length
Xuç: fly
Xuçurtma: kite
Xuçurum: cliff
Xuçuş: flight
vadi: valley
vagon: wagon
Xvahşi: wild
vakum: vacuum
valf: valve
vardiya: shift
varil: barrel
Xvarlık: asset
Xvar ol: exist
Xvatandaş: citizen
Xver: give
Xversiyon: version
Xvideo: video
Xvinç: crane
Xvirüs: virus
vize: visa
vokal: vocal
volkan: volcano
Xvücut: body
Xvızıltı: buzz
Xyaban arısı: wasp
yakala: grab
Xyakala: tackle
Xyakalamak: catch
Xyakalanmış: caught
Xyakın: near
Xyakında: soon
Xyakıt: fuel
Xyalancı: liar
Xyalnız: alone
Xyalnız: lonely
yama: patch
Xyan: side
Xyanlış: false
Xyanlış: wrong
Xyansıt: reflect
Xyanıt: response
Xyap: make
Xyapabilme: able
yapboz: puzzle
yaprak: leaf
Xyardım: assist
Xyardım: help
Xyargıç: judge
Xyarım: half
Xyarın: tomorrow
Xyarış: race
Xyas: grief
Xyasadışı: illegal
yasal: legal
Xyasallaştır: enact
Xyatır: deposit
Xyatırım: invest
Xyavaş: slow
Xyavru köpek: puppy
Xyaygın: common
Xyayıl: spread
Xyaz: summer
Xyaz: write
yazar: author
Xyazı: text
Xyağ: fat
Xyağ: oil
Xyağmur: rain
Xyaş: age
Xyaşlı: elder
yedi: seven
yelken: sail
yemin: swear
Yeniden aç: reopen
Xyeniden birleşme: reunion
Xyeniden inşaet: rebuild
yenile: renew
Xyer: place
Xyer değiştir: replace
yerel: local
yerine: rather
Xyerleş: settle
Xyerçekimi: gravity
yetenek: skill
Xyetenek: ability
Xyetenek: talent
Xyetenekli: capable
Xyeterli: enough
yetim: orphan
Xyetişkin: adult
Xyetiştir: fit
yetki: mandate
Xyeğen: nephew
Xyeşil: green
yirmi: twenty
yiyecek: food
Xyok ol: vanish
yoksulluk: poverty
Xyol: path
Xyol: road
Xyol: way
yolculuk: voyage
Xyol: pluck
yorgun: tired
yumruk: punch
yumurta: egg
Xyumurtla: spawn
Xyumuşak: soft
yunus: dolphin
Xyut: swallow
yuva: nest
Xyönetmek: conduct
Xyönetmek: govern
Xyönlendirmek: divert
Xyöntem: method
Xyörünge: orbit
Xyüce: supreme
Xyük: burden
Xyük: load
Xyüksek: high
Xyükseklik: height
Xyüksekses: loud
Xyün: wool
Xyürümeyebaşlayançocuk: toddler
Xyürüyüş: walk
Xyüz: hundred
Xyüz: swim
Xyüzey: surface
Xyüzyıl: century
Xyüzük: ring
Xyıka: flush
Xyıkama: wash
Xyıl: year
Xyılan: snake
Xyıllık: annual
Xyığın: chunk
Xyığın: mass
zafer: victory
zaman: time
zamk: glue
zanaat: craft
Xzar: dice
zarar: damage
Xzarar ver: inflict
zarif: elegant
Xzayıf: slim
Xzebra: zebra
zemin: floor
zencefil: ginger
zengin: rich
Xzenginleştir: enrich
zeytin: olive
ziyaret: visit
Xzor: hard
Xzürafa: giraffe
Xzıpla: jump
Xzırh: armor
Xçabala: struggle
Xçabuk: quick
Xçadır: tent
Xçakal: coyote
Xçalışma: exercise
Xçamaşır: laundry
Xçanta: bag
Xçapa: anchor
Xçaresizlik: despair
Xçarp: multiply
Xçarp: slam
Xçatal: fork
Xçatı: roof
Xçatırtı: crack
Xçatırtı: crunch
Xçaylak: rookie
Xçayır: meadow
Xçağ: era
Xçek: pull
Xçekirdek: core
Xçekiç: hammer
Xçelik: steel
Xçerçeve: frame
Xçevir: flip
Xçevrele: surround
Xçevrimiçi: online
Xçeyrek: quarter
Xçeşitli: various
Xçift: couple
Xçift: double
Xçift: fence
Xçift: pair
Xçiftlik: farm
Xçiftlik: ranch
Xçim: lawn
Xçimen: grass
Xçimento: cement
Xçirkin: ugly
Xçizgi: dash
Xçizmek: draw
Xçiçek: flower
Xçiçekaç: blossom
Xçocuk: child
Xçocuk: kid
Xçok: very
Xçoktan: already
Xçorap: sock
Xçorba: soup
Xçubuk: bar
Xçubuk: stick
Xçöl: desert
Xçömelmek: crouch
Xçömlek: pottery
Xçöp: garbage
Xçöp: trash
Xçöz: solve
Xçözüm: solution
Xçünkü: because
Xçıkar: omit
Xçıktı: output
Xçıkıntı: ridge
Xçıkış: exit
Xçıtır: crisp
Xödeme: payment
Xödül: prize
Xödül: reward
Xödül: trophy
Xödünçver: lend
Xöfke: anger
Xöfke: fury
Xölçek: beef
Xölçek: before
Xölçek: scale
Xölçer: gauge
Xölçüm: measure
Xölüm: demise
Xölümcül: fatal
Xön: front
Xöncelik: primary
Xöncü: pioneer
Xönde: ahead
Xönder: leader
Xönem: priority
Xöner: suggest
Xönle: prevent
Xöpücük: kiss
Xördek: duck
Xörgü: mesh
Xörnek: example
Xörtüsünüaç: unveil
Xörümcek: spider
Xöte: beyond
Xöv: praise
Xöz: essence
Xözel: private
Xözel: special
Xözellik: feature
Xözgürlük: liberty
Xözür: apology
Xöğe: element
Xöğe: item
Xöğleyemeği: lunch
Xöğren: learn
Xöğrenci: pupil
Xöğrenci: student
Xöğret: teach
Xücret: fee
Xülke: country
Xüniforma: uniform
Xüniversitemezunu: bachelor
Xünlü: famous
Xüret: produce
Xürperti: shiver
Xüst: upper
Xüstesindengel: manage
Xüstünde: top
Xütü: iron
Xüye: member
Xüzerinde: above
Xüzerinden: over
Xüzerine: upon
Xüzerinegel: hover
Xüzgün: sad
Xüzgün: sorry
Xüzgün: upset
Xüzüm: grape
Xüzüntü: sadness
Xüç: three
Xılık: warm
Xıslak: wet
Xıstakoz: lobster
Xışık: light
Xşaba: effort
Xşafak: dawn
Xşaft: shaft
Xşahin: hawk
Xşair: poet
Xşaka: joke
Xşampiyon: champion
Xşanslı: lucky
Xşapka: hat
Xşarap: wine
Xşarj: charge
Xşarkı: song
Xşarkısöyle: sing
Xşarkısözü: lyrics
Xşef: chef
Xşehir: city
Xşehir: town
Xşehriye: noodle
Xşeker: candy
Xşeker: sugar
Xşema: scheme
Xşemsiye: umbrella
Xşen: merry
Xşerif: sheriff
Xşey: stuff
Xşey: thing
Xşiddetli: drastic
Xşiir: poem
Xşimdi: now
Xşimdiki: current
Xşimşek: thunder
Xşirket: company
Xşok: shock
Xşu: that
Xşubat: february
Xşurup: syrup
Xşöhret: fame
Xşüphe: suspect
Xşımar: spoil
